x1,id_orig,country,comm_name,sci_name,id_level,species_cat,species_cat_name,region_fao,dbase,catch_share,policy,scenario,year,catch,biomass,profits,bv_bmsy,fv_fmsy,msy,price,g,k,c,phi,region_fao_chr,n_regions,region_fao_split,iso3
2318,9147-FAO-34-33,Morocco,Sand steenbras,Lithognathus mormyrus,Species,33,Miscellaneous coastal fishes,34,FAO,0,Historic,Historic,2012,115,2365.622,134733.268,0.765,1.164,129.085,2847.467,0.042,7729.25,9821116.241,0.188,34,1,34,MAR
2319,9148-FAO-37-33,Morocco,Sand steenbras,Lithognathus mormyrus,Species,33,Miscellaneous coastal fishes,37,FAO,0,Historic,Historic,2012,12,175.845,20095.58,1.212,1.642,6.028,2847.467,0.042,362.666,461477.395,0.188,37,1,37,MAR
2320,9177-FAO-34-31,Morocco,Turbot,Psetta maxima,Species,31,"Flounders, halibuts, soles",34,FAO,0,Historic,Historic,2012,52,402.955,171553.738,0.786,3.068,21.549,6955.084,0.042,1280.92,2722925.145,0.188,34,1,34,MAR
2321,9198-FAO-51-45,Mozambique,Knife shrimp,Haliporoides triarthrus,Species,45,"Shrimps, prawns",51,FAO,0,Historic,Historic,2012,1899,12009.093,795559.323,0.585,3.856,841.822,2896.543,0.041,51325.627,51741413.27,0.188,51,1,51,MOZ
2322,9202-FAO-51-43,Mozambique,Mozambique lobster,Metanephrops mozambicus,Species,43,"Lobsters, spiny-rock lobsters",51,FAO,0,Historic,Historic,2012,225,1454.23,839369.594,0.67,3.888,86.326,9810.53,0.04,5423.396,15476465.58,0.188,51,1,51,MOZ
2323,9215-FAO-51-45,Mozambique,Tsivakihini paste shrimp,Acetes erythraeus,Species,45,"Shrimps, prawns",51,FAO,0,Historic,Historic,2012,2016,7108.436,2245441.588,0.955,6.601,319.723,2896.543,0.043,18604.64,18494619.7,0.188,51,1,51,MOZ
2324,9236-FAO-47-38,Namibia,Blue shark,Prionace glauca,Species,38,"Sharks, rays, chimaeras",47,FAO,0,Historic,Historic,2012,1220,16688.356,95867.639,0.786,5.478,283.2,886.725,0.013,53057.594,29560993.67,0.188,47,1,47,NAM
2325,9242-FAO-47-43,Namibia,Cape rock lobster,Jasus lalandii,Species,43,"Lobsters, spiny-rock lobsters",47,FAO,1,Historic,Historic,2012,95,5163.932,1462666.902,0.376,0.54,468.168,29069.975,0.034,34328.552,234119005.8,0.188,47,1,47,NAM
2326,927-FAO-31-43,Belize,Caribbean spiny lobster,Panulirus argus,Species,43,"Lobsters, spiny-rock lobsters",31,FAO,0,Historic,Historic,2012,660,10647.488,7096044.146,0.914,1.679,430.022,16628.091,0.037,29128.46,144104494,0.188,31,1,31,BLZ
2327,9280-FAO-47-38,Namibia,Shortfin mako,Isurus oxyrinchus,Species,38,"Sharks, rays, chimaeras",47,FAO,0,Historic,Historic,2012,152,4427.774,-57143.798,0.859,32.596,5.426,886.725,0.001,12881.346,15373695.1,0.188,47,1,47,NAM
2328,9282-FAO-47-34,Namibia,Snoek,Thyrsites atun,Species,34,Miscellaneous demersal fishes,47,FAO,0,Historic,Historic,2012,3891,119716.009,1396543.14,1.87,0.513,4055.244,442.214,0.063,160069.521,27875030.52,0.188,47,1,47,NAM
2329,9283-FAO-47-35,Namibia,Southern African anchovy,Engraulis capensis,Species,35,"Herrings, sardines, anchovies",47,FAO,0,Historic,Historic,2012,334,39232.404,237583.477,0.6,0.172,2424.416,1041.672,0.037,163411.101,78704744.81,0.188,47,1,47,NAM
2330,9284-FAO-47-35,Namibia,Southern African pilchard,Sardinops ocellatus,Species,35,"Herrings, sardines, anchovies",47,FAO,0,Historic,Historic,2012,25480,201696.796,6880272.856,0.75,2.354,10822.953,608.524,0.04,672338.802,184597112.4,0.188,47,1,47,NAM
2331,9293-FAO-47-42,Namibia,West African geryon,Chaceon maritae,Species,42,"Crabs, sea-spiders",47,FAO,1,Historic,Historic,2012,187,14770.733,538507.144,0.657,0.312,912.443,4469.184,0.041,56221.989,87080641.24,0.188,47,1,47,NAM
2332,9295-FAO-47-31,Namibia,West coast sole,Austroglossus microlepis,Species,31,"Flounders, halibuts, soles",47,FAO,0,Historic,Historic,2012,726,11344.152,523689.797,1.148,1.564,404.382,1022.233,0.041,24714.81,7786460.484,0.188,47,1,47,NAM
2333,9311-FAO-27-34,Netherlands,Angler(=Monk),Lophius piscatorius,Species,34,Miscellaneous demersal fishes,27,FAO,0,Historic,Historic,2012,69,6782.045,110711.485,0.799,0.792,109.098,3222.056,0.013,21221.005,43447971.19,0.188,27,1,27,NLD
2334,9312-FAO-27-34,Netherlands,Argentine,Argentina sphyraena,Species,34,Miscellaneous demersal fishes,27,FAO,0,Historic,Historic,2012,1662,8041.911,1081861.462,1.328,4.984,251.067,1368.908,0.041,15137.203,9265807.523,0.188,27,1,27,NLD
2335,9320-FAO-27-31,Netherlands,Atlantic halibut,Hippoglossus hippoglossus,Species,31,"Flounders, halibuts, soles",27,FAO,0,Historic,Historic,2012,1,78.242,-11106.485,0.114,0.967,9.037,7142.158,0.013,1709.386,5280841.934,0.188,27,1,27,NLD
2336,9342-FAO-27-31,Netherlands,Brill,Scophthalmus rhombus,Species,31,"Flounders, halibuts, soles",27,FAO,0,Historic,Historic,2012,1085,6180.462,4582599.841,0.869,1.618,771.721,6955.084,0.108,17784.369,28451025.95,0.188,27,1,27,NLD
2337,9347-FAO-27-57,Netherlands,Common cuttlefish,Sepia officinalis,Species,57,"Squids, cuttlefishes, octopuses",27,FAO,0,Historic,Historic,2012,411,13297.751,817882.152,1.766,0.407,572.153,2444.774,0.076,18826.529,17162183.85,0.188,27,1,27,NLD
2338,9348-FAO-27-31,Netherlands,Common dab,Limanda limanda,Species,31,"Flounders, halibuts, soles",27,FAO,0,Historic,Historic,2012,4257,42985.537,1504729.232,0.732,2.406,2416.09,744.066,0.041,146776.343,33598063.17,0.188,27,1,27,NLD
2339,9350-FAO-27-45,Netherlands,Common shrimp,Crangon crangon,Species,45,"Shrimps, prawns",27,FAO,0,Historic,Historic,2012,16909,137162.719,13431608.02,0.644,3.09,8492.207,2906.285,0.04,532231.703,542816254.3,0.188,27,1,27,NLD
2340,9356-FAO-27-42,Netherlands,Edible crab,Cancer pagurus,Species,42,"Crabs, sea-spiders",27,FAO,0,Historic,Historic,2012,470,10760.2,653174.421,1.612,0.819,356.091,1856.335,0.053,16687.532,12843514.64,0.188,27,1,27,NLD
2341,9361-FAO-27-31,Netherlands,European flounder,Platichthys flesus,Species,31,"Flounders, halibuts, soles",27,FAO,0,Historic,Historic,2012,1678,17066.2,1885392.362,0.715,2.379,985.693,2418.449,0.041,59636.219,44316064.5,0.188,27,1,27,NLD
2342,9363-FAO-27-43,Netherlands,European lobster,Homarus gammarus,Species,43,"Lobsters, spiny-rock lobsters",27,FAO,0,Historic,Historic,2012,8,70.087,18526.388,0.507,2.736,5.763,8798.31,0.042,345.314,871258.168,0.188,27,1,27,NLD
2343,9368-FAO-27-33,Netherlands,European seabass,Dicentrarchus labrax,Species,33,Miscellaneous coastal fishes,27,FAO,0,Historic,Historic,2012,379,6603.543,972238.583,1.301,1.43,203.636,4059.514,0.04,12686.297,23256216.03,0.188,27,1,27,NLD
2344,9369-FAO-27-23,Netherlands,European smelt,Osmerus eperlanus,Species,23,"Salmons, trouts, smelts",27,FAO,0,Historic,Historic,2012,215,10880.049,220881.46,1.909,0.335,335.987,1226.527,0.059,14249.746,7032598.861,0.188,27,1,27,NLD
2345,9379-FAO-27-33,Netherlands,Greater weever,Trachinus draco,Species,33,Miscellaneous coastal fishes,27,FAO,0,Historic,Historic,2012,1,0.374,-4727.824,0.418,63.692,0.038,1833.536,0.042,2.239,1829.193,0.188,27,1,27,NLD
2346,9381-FAO-27-34,Netherlands,Grey gurnard,Eutrigla gurnardus,Species,34,Miscellaneous demersal fishes,27,FAO,0,Historic,Historic,2012,480,15169.433,405261.863,1.771,0.423,640.994,1039.267,0.075,21409.994,8334098.487,0.188,27,1,27,NLD
2347,9390-FAO-34-34,Netherlands,Largehead hairtail,Trichiurus lepturus,Species,34,Miscellaneous demersal fishes,34,FAO,0,Historic,Historic,2012,57,1434.446,30814.025,0.929,0.383,160.426,828.25,0.104,3861.826,1085914.91,0.188,34,1,34,NLD
2348,9393-FAO-27-31,Netherlands,Lemon sole,Microstomus kitt,Species,31,"Flounders, halibuts, soles",27,FAO,0,Historic,Historic,2012,613,3787.424,647648.537,0.709,4.031,214.473,2877.792,0.04,13355.351,11911955.73,0.188,27,1,27,NLD
2349,9398-FAO-34-35,Netherlands,Madeiran sardinella,Sardinella maderensis,Species,35,"Herrings, sardines, anchovies",34,FAO,0,Historic,Historic,2012,267,25649.201,66720.104,1.324,0.189,801.178,293.252,0.041,48450.379,6359095.511,0.188,34,1,34,NLD
2350,9407-FAO-27-43,Netherlands,Norway lobster,Nephrops norvegicus,Species,43,"Lobsters, spiny-rock lobsters",27,FAO,0,Historic,Historic,2012,1024,10887.201,4172116.28,1.042,2.282,430.755,6171.724,0.041,26125.027,46406707.83,0.188,27,1,27,NLD
2351,9415-FAO-27-38,Netherlands,Picked dogfish,Squalus acanthias,Species,38,"Sharks, rays, chimaeras",27,FAO,0,Historic,Historic,2012,3,2704.724,1315.512,0.475,0.082,77.009,766.905,0.014,14247.578,6839556.058,0.188,27,1,27,NLD
2352,941-FAO-34-34,Belize,Largehead hairtail,Trichiurus lepturus,Species,34,Miscellaneous demersal fishes,34,FAO,0,Historic,Historic,2012,1211,17086.887,661487.273,1.113,0.655,1662.11,828.25,0.108,38387.378,10660917.58,0.188,34,1,34,BLZ
2353,9422-FAO-27-34,Netherlands,Red gurnard,Aspitrigla cuculus,Species,34,Miscellaneous demersal fishes,27,FAO,0,Historic,Historic,2012,329,1997.926,154234.055,1.185,3.962,70.099,1039.267,0.042,4216.432,1958067.156,0.188,27,1,27,NLD
2354,9445-FAO-27-33,Netherlands,Surmullet,Mullus surmuletus,Species,33,Miscellaneous coastal fishes,27,FAO,0,Historic,Historic,2012,492,3499.495,206901.609,0.96,1.243,412.263,805.986,0.113,9110.885,2429909.783,0.188,27,1,27,NLD
2355,9452-FAO-27-31,Netherlands,Turbot,Psetta maxima,Species,31,"Flounders, halibuts, soles",27,FAO,0,Historic,Historic,2012,1741,25442.485,5609932.487,0.65,1.743,1536.533,6955.084,0.039,97845.54,212337541.3,0.188,27,1,27,NLD
2356,9458-FAO-27-52,Netherlands,Whelk,Buccinum undatum,Species,52,"Abalones, winkles, conchs",27,FAO,0,Historic,Historic,2012,100,2272.337,78872.085,1.054,1.077,88.071,1353.429,0.041,5388.101,3275204.92,0.188,27,1,27,NLD
2357,9461-FAO-27-31,Netherlands,Witch flounder,Glyptocephalus cynoglossus,Species,31,"Flounders, halibuts, soles",27,FAO,0,Historic,Historic,2012,19,469.498,33426.676,1.365,2.157,6.455,2418.449,0.019,860.132,809995.764,0.188,27,1,27,NLD
2358,9524-FAO-81-35,New Zealand,Australian pilchard,Sardinops neopilchardus,Species,35,"Herrings, sardines, anchovies",81,FAO,0,Historic,Historic,2012,332,6405.757,61597.123,0.861,0.936,308.821,293.252,0.042,18594.392,2437317.978,0.188,81,1,81,NZL
2359,9526-FAO-81-34,New Zealand,Banded yellowfish,Centriscops humerosus,Species,34,Miscellaneous demersal fishes,81,FAO,0,Historic,Historic,2012,24,1297.433,24860.069,1.402,0.462,37.075,1368.908,0.04,2313.082,1430491.286,0.188,81,1,81,NZL
2360,9527-FAO-81-34,New Zealand,Basketwork eel,Diastobranchus capensis,Species,34,Miscellaneous demersal fishes,81,FAO,0,Historic,Historic,2012,6,6.044,-589.425,1.029,23.028,0.253,1368.908,0.043,14.688,8886.478,0.188,81,1,81,NZL
2361,9544-FAO-81-38,New Zealand,Blue shark,Prionace glauca,Species,38,"Sharks, rays, chimaeras",81,FAO,1,Historic,Historic,2012,985,30414.211,788153.38,1.264,1.77,440.416,1161.61,0.018,60175.289,30762524.31,0.188,81,1,81,NZL
2362,9545-FAO-81-34,New Zealand,Bluefin gurnard,Chelidonichthys kumu,Species,34,Miscellaneous demersal fishes,81,FAO,1,Historic,Historic,2012,3405,93043.826,3445900.385,1.24,0.875,3136.062,1361.44,0.042,187551.319,87703342.04,0.188,81,1,81,NZL
2363,9547-FAO-81-33,New Zealand,Broadgilled hagfish,Eptatretus cirrhatus,Species,33,Miscellaneous coastal fishes,81,FAO,0,Historic,Historic,2012,114,971.36,16504.159,0.632,2.739,65.864,1833.536,0.043,3842.58,3119547.391,0.188,81,1,81,NZL
2364,9550-FAO-81-34,New Zealand,Cape bonnetmouth,Emmelichthys nitidus,Species,34,Miscellaneous demersal fishes,81,FAO,0,Historic,Historic,2012,2014,79083.062,2030842.213,1.397,0.593,2430.952,1368.908,0.043,141560.155,85753339.54,0.188,81,1,81,NZL
2365,9559-FAO-81-38,New Zealand,Copper shark,Carcharhinus brachyurus,Species,38,"Sharks, rays, chimaeras",81,FAO,0,Historic,Historic,2012,14,845.889,2203.79,1.25,11.338,0.988,548.726,0.001,1691.776,1132904.078,0.188,81,1,81,NZL
2366,9563-FAO-81-38,New Zealand,Dark ghost shark,Hydrolagus novaezealandiae,Species,38,"Sharks, rays, chimaeras",81,FAO,1,Historic,Historic,2012,2300,85200.993,1260886.855,1.79,0.358,3593.456,634.458,0.076,118992.245,21717028.89,0.188,81,1,81,NZL
2367,9565-FAO-81-55,New Zealand,Delicate scallop,Zygochlamys delicatula,Species,55,"Scallops, pectens",81,FAO,1,Historic,Historic,2012,19,76.362,5642.652,0.323,6.124,9.593,2252.607,0.041,590.332,226674.967,0.188,81,1,81,NZL
2368,9568-FAO-81-38,New Zealand,Draughtsboard shark,Cephaloscyllium isabellum,Species,38,"Sharks, rays, chimaeras",81,FAO,0,Historic,Historic,2012,121,4017.912,62114.729,1.759,0.392,175.518,629.598,0.077,5709.902,1335890.736,0.188,81,1,81,NZL
2369,9571-FAO-81-76,New Zealand,Echinoderms,Echinodermata,Species,76,Sea-urchins and other echinoderms,81,FAO,0,Historic,Historic,2012,889,30215.294,238281.464,1.849,0.429,1121.413,327.086,0.069,40864.452,5138880.356,0.188,81,1,81,NZL
2370,9573-FAO-81-34,New Zealand,Escolar,Lepidocybium flavobrunneum,Species,34,Miscellaneous demersal fishes,81,FAO,0,Historic,Historic,2012,23,1603.956,8067.158,1.517,0.349,43.466,442.214,0.041,2643.955,524207.614,0.188,81,1,81,NZL
2371,9581-FAO-81-38,New Zealand,Ghost shark,Callorhinchus milii,Species,38,"Sharks, rays, chimaeras",81,FAO,1,Historic,Historic,2012,1355,48376.793,742479.524,1.859,0.409,1781.33,634.458,0.068,65072.794,12231390.63,0.188,81,1,81,NZL
2372,9582-FAO-81-34,New Zealand,Giant boarfish,Paristiopterus labiosus,Species,34,Miscellaneous demersal fishes,81,FAO,0,Historic,Historic,2012,4,184.357,3496.568,0.98,0.522,7.821,1368.908,0.042,470.527,287831.482,0.188,81,1,81,NZL
2373,9585-FAO-81-43,New Zealand,Green rock lobster,Jasus verreauxi,Species,43,"Lobsters, spiny-rock lobsters",81,FAO,1,Historic,Historic,2012,31,207.606,411797.364,0.579,3.66,14.642,29069.975,0.041,897.203,5798036.399,0.188,81,1,81,NZL
2374,9595-FAO-81-34,New Zealand,John dory,Zeus faber,Species,34,Miscellaneous demersal fishes,81,FAO,1,Historic,Historic,2012,671,33197.379,2196478.214,1.58,0.425,998.611,3907.268,0.048,52523.356,67824951.07,0.188,81,1,81,NZL
2375,9597-FAO-81-34,New Zealand,King dory,Cyttus traversi,Species,34,Miscellaneous demersal fishes,81,FAO,1,Historic,Historic,2012,391,9072.957,1141281.955,1.332,1.057,277.685,3907.268,0.041,17032.543,23032865.75,0.188,81,1,81,NZL
2376,9599-FAO-81-38,New Zealand,Kitefin shark,Dalatias licha,Species,38,"Sharks, rays, chimaeras",81,FAO,0,Historic,Historic,2012,155,7453.552,84273.855,1.216,0.521,244.572,766.905,0.04,15326.247,5317067.64,0.188,81,1,81,NZL
2377,9602-FAO-81-38,New Zealand,Leafscale gulper shark,Centrophorus squamosus,Species,38,"Sharks, rays, chimaeras",81,FAO,0,Historic,Historic,2012,6,11.52,190.488,0.957,12.47,0.503,766.905,0.042,30.098,10299.331,0.188,81,1,81,NZL
2378,9604-FAO-81-33,New Zealand,Longspine burrfish,Tragulichthys jaculiferus,Species,33,Miscellaneous coastal fishes,81,FAO,0,Historic,Historic,2012,19,289.781,23230.661,1.511,1.686,7.461,1833.536,0.039,479.628,400878.978,0.188,81,1,81,NZL
2379,9611-FAO-81-34,New Zealand,Mirror dory,Zenopsis nebulosus,Species,34,Miscellaneous demersal fishes,81,FAO,0,Historic,Historic,2012,111,3147.386,259945.99,1.628,0.501,136.092,2982.647,0.07,4834.153,5501165.62,0.188,81,1,81,NZL
2380,9616-FAO-81-33,New Zealand,New Zealand blue cod,Parapercis colias,Species,33,Miscellaneous coastal fishes,81,FAO,1,Historic,Historic,2012,2150,18039.27,1007546.391,0.57,2.956,1276.531,2401.932,0.04,79155.49,66016685.29,0.188,81,1,81,NZL
2381,9617-FAO-81-53,New Zealand,New Zealand dredge oyster,Ostrea lutaria,Species,53,Oysters,81,FAO,1,Historic,Historic,2012,28,77943.303,27553.62,0.594,0.011,4356.366,1148.935,0.033,328147.597,138779424.7,0.188,81,1,81,NZL
2382,9620-FAO-81-55,New Zealand,New Zealand scallop,Pecten novaezelandiae,Species,55,"Scallops, pectens",81,FAO,1,Historic,Historic,2012,968,25275.708,1101632.218,0.332,1.024,2850.319,2252.607,0.037,190463.676,74964216.74,0.188,81,1,81,NZL
2383,9621-FAO-81-38,New Zealand,New Zealand smooth skate,Dipturus innominatus,Species,38,"Sharks, rays, chimaeras",81,FAO,1,Historic,Historic,2012,573,20978.347,349348.072,1.611,0.364,977.918,718.832,0.075,32558.475,6743365.301,0.188,81,1,81,NZL
2384,9624-FAO-81-34,New Zealand,Oilfish,Ruvettus pretiosus,Species,34,Miscellaneous demersal fishes,81,FAO,0,Historic,Historic,2012,12,683.473,3635.912,1.065,0.436,25.86,442.214,0.04,1604.275,319956.55,0.188,81,1,81,NZL
2385,9626-FAO-81-33,New Zealand,Orange perch,Lepidoperca pulchella,Species,33,Miscellaneous coastal fishes,81,FAO,0,Historic,Historic,2012,70,332.577,-5434.213,0.684,5.062,20.216,3357.21,0.042,1215.493,1823213.285,0.188,81,1,81,NZL
2386,9631-FAO-81-33,New Zealand,Parore,Girella tricuspidata,Species,33,Miscellaneous coastal fishes,81,FAO,1,Historic,Historic,2012,84,2965.201,172748.658,1.728,0.383,126.829,2401.932,0.074,4290.327,2983387.365,0.188,81,1,81,NZL
2387,9637-FAO-81-34,New Zealand,Pelagic armourhead,Pseudopentaceros richardsoni,Species,34,Miscellaneous demersal fishes,81,FAO,0,Historic,Historic,2012,41,2861.533,45268.847,1.568,0.312,83.911,1368.908,0.046,4563.034,2707976.739,0.188,81,1,81,NZL
2388,9640-FAO-81-33,New Zealand,Pink maomao,Caprodon longimanus,Species,33,Miscellaneous coastal fishes,81,FAO,0,Historic,Historic,2012,7,48.136,12979.776,1.144,3.408,1.795,4059.514,0.043,105.179,189297.116,0.188,81,1,81,NZL
2389,9642-FAO-81-38,New Zealand,Porbeagle,Lamna nasus,Species,38,"Sharks, rays, chimaeras",81,FAO,1,Historic,Historic,2012,52,668.915,-81590.577,0.532,68.265,1.431,1296.612,0.001,3142.396,4124826.516,0.188,81,1,81,NZL
2390,9653-FAO-81-34,New Zealand,Redfish,Centroberyx affinis,Species,34,Miscellaneous demersal fishes,81,FAO,1,Historic,Historic,2012,30,2028.947,52875.963,1.252,0.383,62.598,2198.596,0.039,4050.853,3132315.263,0.188,81,1,81,NZL
2391,9656-FAO-81-34,New Zealand,Rubyfish,Plagiogeneion rubiginosum,Species,34,Miscellaneous demersal fishes,81,FAO,1,Historic,Historic,2012,201,12008.154,288414.145,1.274,0.416,379.259,1793.27,0.04,23561.109,14678996.53,0.188,81,1,81,NZL
2392,9667-FAO-81-38,New Zealand,Shortfin mako,Isurus oxyrinchus,Species,38,"Sharks, rays, chimaeras",81,FAO,1,Historic,Historic,2012,95,5540.56,37991.232,1.144,15.247,5.446,1161.61,0.001,12107.523,14291834.01,0.188,81,1,81,NZL
2393,9672-FAO-81-34,New Zealand,Silver warehou,Seriolella punctata,Species,34,Miscellaneous demersal fishes,81,FAO,1,Historic,Historic,2012,7697,361678.629,11876039.28,1.817,0.411,10311.371,1793.27,0.052,497562.076,287361878.1,0.188,81,1,81,NZL
2394,9681-FAO-81-38,New Zealand,Smooth hammerhead,Sphyrna zygaena,Species,38,"Sharks, rays, chimaeras",81,FAO,0,Historic,Historic,2012,11,544.745,8162.395,1.789,0.275,22.396,886.725,0.074,761.196,254137.843,0.188,81,1,81,NZL
2395,9683-FAO-81-34,New Zealand,Snoek,Thyrsites atun,Species,34,Miscellaneous demersal fishes,81,FAO,1,Historic,Historic,2012,28371,975392.101,14118330.58,1.871,0.467,32444.516,579.301,0.062,1303597.243,230210598.4,0.188,81,1,81,NZL
2396,9689-FAO-81-38,New Zealand,Spotted estuary smooth-hound,Mustelus lenticulatus,Species,38,"Sharks, rays, chimaeras",81,FAO,1,Historic,Historic,2012,1332,105102.761,1247456.73,1.427,0.547,1705.583,1161.61,0.023,184145.769,87717390.02,0.188,81,1,81,NZL
2397,9694-FAO-81-56,New Zealand,Stutchbury's venus,Chione stutchburyi,Species,56,"Clams, cockles, arkshells",81,FAO,0,Historic,Historic,2012,1037,61299.491,851003.563,1.767,0.219,2685.211,970.43,0.077,86755.455,31220699.15,0.188,81,1,81,NZL
2398,9699-FAO-81-38,New Zealand,Thresher,Alopias vulpinus,Species,38,"Sharks, rays, chimaeras",81,FAO,0,Historic,Historic,2012,19,168.828,-15185.137,0.427,8.295,5.366,886.725,0.014,988.74,548143.463,0.188,81,1,81,NZL
2399,9704-FAO-81-33,New Zealand,Velvet leatherjacket,Parika scaber,Species,33,Miscellaneous coastal fishes,81,FAO,1,Historic,Historic,2012,573,6773.941,720509.282,0.783,2.068,353.67,2652.585,0.041,21619.598,19827540.09,0.188,81,1,81,NZL
2400,9707-FAO-81-57,New Zealand,Wellington flying squid,Nototodarus sloanii,Species,57,"Squids, cuttlefishes, octopuses",81,FAO,1,Historic,Historic,2012,35301,2737507.591,57365355.05,1.98,0.206,86612.905,1814.003,0.063,3457403.352,1908162473,0.188,81,1,81,NZL
2401,9709-FAO-81-34,New Zealand,White warehou,Seriolella caerulea,Species,34,Miscellaneous demersal fishes,81,FAO,1,Historic,Historic,2012,1466,66195.735,2113626.31,1.386,0.516,2051.155,1793.27,0.043,119430.127,72974506.81,0.188,81,1,81,NZL
2402,9722-FAO-31-43,Nicaragua,Caribbean spiny lobster,Panulirus argus,Species,43,"Lobsters, spiny-rock lobsters",31,FAO,0,Historic,Historic,2012,4249,31019.791,30489847.93,0.701,3.387,1788.927,16628.091,0.04,110593.557,532332440.1,0.188,31,1,31,NIC
2403,9725-FAO-77-44,Nicaragua,"Craylets, squat lobsters",Galatheidae,Species,44,"King crabs, squat-lobsters",77,FAO,0,Historic,Historic,2012,2,5972.437,15436.814,0.913,0.008,290.771,8659.585,0.044,16349.105,61995475.64,0.188,77,1,77,NIC
2404,9727-FAO-77-43,Nicaragua,Green spiny lobster,Panulirus gracilis,Species,43,"Lobsters, spiny-rock lobsters",77,FAO,0,Historic,Historic,2012,178,810.022,558819.758,0.564,5.36,58.891,16628.091,0.041,3591.068,17214264.74,0.188,77,1,77,NIC
2405,9733-FAO-31-42,Nicaragua,Harbour spidercrab,Mithrax armatus,Species,42,"Crabs, sea-spiders",31,FAO,0,Historic,Historic,2012,1,166.207,2090.706,0.625,0.147,10.907,3411.591,0.041,665.01,1017908.037,0.188,31,1,31,NIC
2406,9751-FAO-77-34,Nicaragua,Red pike conger,Cynoponticus coniceps,Species,34,Miscellaneous demersal fishes,77,FAO,0,Historic,Historic,2012,36,94.765,6140.337,0.963,8.839,4.227,1206.557,0.043,245.905,131252.223,0.188,77,1,77,NIC
2407,9765-FAO-77-33,Nicaragua,Spotted rose snapper,Lutjanus guttatus,Species,33,Miscellaneous coastal fishes,77,FAO,0,Historic,Historic,2012,249,448.008,-624617.343,0.534,12.919,36.123,3401.099,0.043,2099.313,3157691.583,0.188,77,1,77,NIC
2408,9773-FAO-31-33,Nicaragua,Yellowtail snapper,Ocyurus chrysurus,Species,33,Miscellaneous coastal fishes,31,FAO,0,Historic,Historic,2012,577,22352.304,1554619.266,1.525,0.361,1048.656,3401.099,0.072,36646.22,47320966.38,0.188,31,1,31,NIC
2409,9774-FAO-34-33,Nigeria,African sicklefish,Drepane africana,Species,33,Miscellaneous coastal fishes,34,FAO,0,Historic,Historic,2012,1259,20379.2,1315594.502,1.131,1.505,739.585,1833.536,0.041,45050.091,37049605.16,0.188,34,1,34,NGA
2410,9777-FAO-34-33,Nigeria,Bigeye grunt,Brachydeuterus auritus,Species,33,Miscellaneous coastal fishes,34,FAO,0,Historic,Historic,2012,2039,11238.516,2241417.124,1.231,1.575,1051.741,1833.536,0.115,22821.411,13770456.72,0.188,34,1,34,NGA
2411,9780-FAO-34-35,Nigeria,Bonga shad,Ethmalosa fimbriata,Species,35,"Herrings, sardines, anchovies",34,FAO,0,Historic,Historic,2012,23335,274247.992,11490300.72,0.995,1.582,11109.842,784.099,0.04,688755.798,243517045,0.188,34,1,34,NGA
2412,9788-FAO-34-33,Nigeria,Giant African threadfin,Polydactylus quadrifilis,Species,33,Miscellaneous coastal fishes,34,FAO,0,Historic,Historic,2012,19065,315025.096,27640525.39,1.72,0.551,20101.838,1833.536,0.11,457979.66,280417441.6,0.188,34,1,34,NGA
2413,9793-FAO-34-34,Nigeria,Largehead hairtail,Trichiurus lepturus,Species,34,Miscellaneous demersal fishes,34,FAO,0,Historic,Historic,2012,2582,23890.72,1345260.611,1.179,1.055,2076.807,828.25,0.102,50676.878,14308085.18,0.188,34,1,34,NGA
2414,9794-FAO-34-33,Nigeria,Lesser African threadfin,Galeoides decadactylus,Species,33,Miscellaneous coastal fishes,34,FAO,0,Historic,Historic,2012,6202,125324.888,9240780.736,1.803,0.447,7700.527,1833.536,0.111,173774.656,106096716.5,0.188,34,1,34,NGA
2415,9813-FAO-34-45,Nigeria,Southern pink shrimp,Penaeus notialis,Species,45,"Shrimps, prawns",34,FAO,0,Historic,Historic,2012,9786,67187.526,4184068.352,0.546,3.532,5077.417,3996.106,0.041,307801.232,427351681.8,0.188,34,1,34,NGA
2416,9817-FAO-34-31,Nigeria,Tonguefishes,Cynoglossidae,Species,31,"Flounders, halibuts, soles",34,FAO,0,Historic,Historic,2012,9521,109677.779,9819967.356,0.853,2.221,5025.233,1841.757,0.039,321512.027,185022894.4,0.188,34,1,34,NGA
2417,9823-FAO-34-33,Nigeria,West African ladyfish,Elops lacerta,Species,33,Miscellaneous coastal fishes,34,FAO,0,Historic,Historic,2012,1192,12858.444,930041.875,0.956,2.253,553.493,1833.536,0.041,33637.567,27644834.36,0.188,34,1,34,NGA
2418,9866-FAO-27-34,Norway,Argentine,Argentina sphyraena,Species,34,Miscellaneous demersal fishes,27,FAO,0,Historic,Historic,2012,327,1567.983,125749.267,0.956,4.771,71.684,1368.908,0.044,4099.84,2470192.608,0.188,27,1,27,NOR
2419,9872-FAO-27-31,Norway,Atlantic halibut,Hippoglossus hippoglossus,Species,31,"Flounders, halibuts, soles",27,FAO,0,Historic,Historic,2012,2182,11891.748,-33966080.29,0.208,14.638,717.411,7142.158,0.013,143084.804,449111572.6,0.188,27,1,27,NOR
